Site Name,X-coordinate,Y-coordinate
Land off Moss Side Lane,338818.0,431362.0
Barvills Solar Farm,568411.0,177573.0
Cairnmore Solar Park (extension),350467.0,824466.0
London Southend Airport,586759.0,189730.0
Eas a Ghaill,219607.0,727417.0
Binn Farm AD (extension),317439.0,713725.0
Laurelhill,123488.0,509151.0
Bann Road (Tullaghans Road),116129.0,576128.0
River Pattack,254876.0,783125.0
Gibson Farm,141191.0,538562.0
Thameside DC,540820.0,178999.0
Airport Road West,150113.0,532543.0
Dean Group Business Park - Hartlepool,451345.0,528361.0
Ballygarvey Road,127292.0,562641.0
Kinmel 2 CIC,298420.0,377733.0
Felinfach,251860.0,257661.0
Moss Thorn Farm,348608.0,530601.0
Bodtegir,299554.0,347741.0
Caergarw Farm,282219.0,183728.0
Rolls Royce Filton Campus Building 184,360460.0,180792.0
Rolls Royce Filton Campus Building 185,360460.0,180792.0
Basingstoke Sewage Treatment Works,467434.0,155168.0
ParkerSteel Shoreham Plant,525794.0,104689.0
Acharn Forest Killin Biomass Plant,256236.0,731409.0
Bourne Farm,372234.0,97408.0
London’s Queen Elizabeth II reservoir,517717.0,166986.0
Barnfield Solar Park,413014.0,186119.0
West of Rhiwfelin Fach Farm,303640.0,185362.0
Hull Biomass Plant (Tansterne power station),522119.0,437456.0
Uskmouth Power Station,334280.0,183720.0
Pulteney Distillery,336714.0,950114.0
Trowbridge Sewage Treatment Works,384894.0,158775.0
Avondale Quarry (Pilot),295367.0,678750.0
Marshill Farm,278551.0,645431.0
Popehill Farm,193972.0,212565.0
Waltham Point Distribution Centre,537765.0,199723.0
Knostrop Sewage Treatment Works,433623.0,431801.0
Knottingley B,450120.0,423193.0
Western International Market,510606.0,178655.0
Land East of Horton Road,482438.0,257043.0
Tully Quarry,130509.0,557223.0
Kincardine Offshore Windfarm,407766.0,789575.0
Harbour Road,230930.0,631425.0
Crossness Sewage Works,548777.0,180312.0
Salford Road,371832.0,409339.0
Grove Solar Park (Phase 2),436685.0,118373.0
Barnsley 1.5,432245.0,408040.0
Spalding,525296.0,321104.0
Balderton,479824.0,350738.0
"The Nurseries, Green Tye",544192.0,218430.0
Williams Farm,338309.0,348363.0
Woodlands Wind Farm,279826.0,639404.0
Kirton Solar PV Farm,528032.0,338903.0
Bury Green Farm Solar,526700.0,285350.0
Misson Solar Farm,467776.0,394781.0
Beckton STW Enhanced Sludge Digestion,544385.0,182797.0
Liberty Steel Power Station,333374.0,185135.0
Lancaster Wastewater Treatment Works,346555.0,458609.0
Whitman Laboratories,473661.0,123479.0
Binsted Farm,498258.0,104734.0
Billingham Chemical Works,447000.0,522000.0
Pengelly Barton Farm,161464.0,32249.0
Levenseat Waste Management Facility,293881.0,657597.0
JG Pears' animal rendering facility,480358.0,369197.0
Blazer Fuels,311558.0,359049.0
Oakfield Farm,346695.0,430917.0
Oakfield Farm - extension,346934.0,430956.0
Minsworth Sewage Treatment Works,416788.0,292692.0
Former Westhampnett Landfill,488572.0,106074.0
Bentley Motors,368482.0,356627.0
Loicher Lane,436474.0,394306.0
Gortahurk Road,39019.0,494600.0
Accolade Wines,352283.0,180011.0
DPD Distribution Centre,399486.0,289883.0
Craigannet Farm Wind Turbine,271250.0,685550.0
Bywaters’ Materials Recovery Facility Solar Array,538372.0,182235.0
High Meadow Farm,440320.0,521958.0
Deep Moor Landfill Site,252989.0,120836.0
Testwood Water Supply Works,435379.0,114903.0
Safran Landing Systems Service,388283.0,222154.0
Rosedew Farm,297779.0,167534.0
Dengemarsh Road,604556.0,119110.0
Ferneylea Farm,373982.0,669162.0
Enfield Farm,298374.0,90778.0
Haigh Hall Solar Farm,428383.0,424026.0
Next Distribution Centre Doncaster,464153.0,405024.0
Llanwern Solar Farm & Battery Storage,337488.0,185100.0
Graig Fatha Farm,301279.0,185404.0
Dartmoor Bio Power,250105.0,63417.0
Gelliargwellt Uchaf Farm AD,312306.0,196957.0
Sytchwythy Fields,405947.0,244721.0
Clifton Marsh Wastewater Treatment Works,345637.0,428615.0
Ling Hall,444322.0,273238.0
Sherburn,496365.0,476952.0
Aldi - Cardiff,322487.0,178507.0
ABP Ellesmere Abbatoir,339586.0,328910.0
Swindon Sewerage Treatment Works,413372.0,185464.0
Rye Meads Sewerage Treatment Works,539261.0,210391.0
Deephams Sewerage Treatment Works,535666.0,193784.0
Alscot,422048.0,253020.0
Oak Grove Farm,350177.0,190450.0
Race Bank (Phase 2),573300.0,363000.0
Bann Road (Rasharkin),111100.0,572064.0
Ipswich Hospital Energy Centre,619336.0,244656.0
Slough Sewage Treatment Works,494651.0,179516.0
Lathom (Pilkington Technical Centre),345479.0,408342.0
ICI No2 (Teesport) Landfill,454600.0,522200.0
Stormy Down Solar Farm,284154.0,180554.0
Clifton Marsh Wastewater Treatment Works,345240.0,428464.0
Huntington Water Treatment Works,342203.0,363955.0
Station Works AD,560056.0,230336.0
Mogden STW,515395.0,175228.0
Birkhall Estate,334413.0,790888.0
Mepal CHP,542047.0,283203.0
Creacombe Solar Farm,259443.0,50013.0
Magallanes (FoW - EMEC),354000.0,1028400.0
Lochaber,212621.0,775052.0
Cranfield Airfield,495240.0,241889.0
Broadley Copse,481091.0,108860.0
Forss Wind Farm,302000.0,969500.0
Shetland Tidal Array,440389.0,1183121.0
Greenhill Anaerobic Digestion Plant,450243.0,91601.0
"Barr River, Loch Teacuis",161763.0,755977.0
Drax Biomass Power Station - Unit 4,466650.0,427050.0
Lamby Way Solar Farm,321925.0,177854.0
Chamber 16 (Cold Store),563499.0,318540.0
Glen Kinglass,215301.0,737604.0
Sandy Knowe Wind Farm,270100.0,610600.0
Saputo Dairy UK,213675.0,86266.0
Tilbury LCY2,563536.0,176914.0
Dunfermline EDI4,313506.0,686540.0
Liberty Steel Dalzell,275801.0,656790.0
"Building F, Renishaw Factory",373718.0,193008.0
Finmont Service Reservoir,323203.0,699536.0
Killail Farm,193443.0,684327.0
Renishaw PLC Factory,379562.0,206053.0
Burneside Mill,350539.0,495939.0
Leeways,374703.0,218612.0
Field north of Water Treatment Works / Hoggs Drove,571684.0,310953.0
Pretoria Road,443155.0,310530.0
Bolton Hill WTW,191754.0,211158.0
Carn Nicholas Farm (Extension),267843.0,194294.0
Dinorwig,258627.0,360025.0
Ffestiniog,267909.0,344424.0
Cruachan,208017.0,728674.0
Foyers,249655.0,820941.0
Pilsworth Landfill Site,382227.0,408975.0
AES Kilroot Station Battery Storage Array,157517.0,543117.0
EPSRC Willenhall,396192.0,298580.0
Flat Holm Microgrid Project,321972.0,164932.0
Foula Community Electricity Scheme,397081.0,1138943.0
Horse Island Microgrid Project,202386.0,904706.0
Isle of Eigg Electrification Project,147908.0,786328.0
Isle of Muck Microgrid System,141577.0,779605.0
Isle of Rum Microgrid Project,137593.0,799241.0
Northern Isles New Energy Solution (NINES) 1,446456.0,1142794.0
"Rise Carr, Darlington / CLNR EES3-1",428615.0,516869.0
Orkney Storage Park Project,344780.0,1011192.0
Falcon Project,485187.0,238751.0
EFDA JJET Fusion Flywheel,453453.0,195744.0
Slepe Farm,392955.0,93272.0
Willersey solar farm,410549.0,239577.0
Albrighton Solar farm,383131.0,304665.0
Limberlost Solar Farm,453510.0,164953.0
Higher Hill Farm Energy Storage,351373.0,131348.0
The Everest System,615642.0,300729.0
Hywind 2,411917.0,846754.0
Oxcroft Solar Farm,447301.0,373737.0
Western International Market (WIM) Site,510599.0,178669.0
Salcey Solar Farm,481633.0,250599.0
Cleveland Potash,476307.0,518514.0
JB Wheaton,334232.0,105025.0
Pelham,545779.0,228669.0
Berry Court Solar Farm - energy storage,462119.0,158890.0
Blackburn Meadows,440075.0,391650.0
Dorking Battery Energy Storage System,514966.0,149202.0
Broxburn,309143.0,670530.0
Land to the west of Clay Hill Pit / Larport Farm,357450.0,239700.0
Roosecote,322288.0,468359.0
Bumpers Lane Solar Farm,476556.0,206578.0
Hill Farm - Energy Barn,436639.0,314607.0
Kings Barn Farm - Energy Barn,518460.0,111380.0
Leverton Farm - Energy Barn,495886.0,374623.0
Noriker Power Staunch,383781.0,348429.0
West Burton,480060.0,385968.0
Tynemouth Energy Storage System (TESS),431864.0,570273.0
Nevendon,572912.0,191225.0
Pen y Cymoedd Energy Storage,282793.0,196557.0
Asfordby Business Park (1),472654.0,320733.0
Ray Battery Storage Facility,395129.0,585703.0
Claredown Farm,578833.0,244577.0
Melksham Substation East Storage,389389.0,166695.0
Lockleaze Energy Storage,360403.0,176373.0
Thrybergh Hydroelectric Scheme,446375.0,396433.0
Port of Tyne,434923.0,564875.0
Llanwern  Solar Farm & Battery Storage,335210.0,184888.0
Burbo Bank Energy Storage,329964.0,391134.0
Trent Basin Community Battery,459034.0,338800.0
Land at and adjacent to Leicester Forest Services,453873.0,302669.0
Southall Lane Waste Depot,510749.0,178630.0
Pillswood Phase 1,504478.0,435057.0
Aikengall II Community Wind Farm Battery,367967.0,668389.0
Nether Moor Field,448748.0,389630.0
Mannington Battery Storage Plant,412926.0,183867.0
London Distribution Park,563536.0,176914.0
Lathom (Pilkington Technical Centre) Battery Storage,345479.0,408342.0
Severn Road,354274.0,180141.0
Dollymans Storage,577686.0,191429.0
Philip Dennis Food Service,253804.0,131592.0
Creyke Beck,504098.0,434708.0
Huggin's Hall,575739.0,135688.0
Calow Green Farm,441877.0,369573.0
Kirkhaw Lane,447870.0,424886.0
Fideoak Mills,319099.0,125158.0
Land at Carnegie Road,338448.0,391860.0
Anchor Lane Energy Centre,393956.0,294923.0
Whitelee Wind Farm Battery Storage Extension,263618.0,646810.0
Cleator,301067.0,513081.0
Minety South - Battery Storage,400916.0,189181.0
West Didsbury Battery Storage,381429.0,391372.0
Unipres building,433100.0,558280.0
Tesco Wombwell Lane,437710.0,404956.0
Tesco Superstore Shripney Road,493839.0,100536.0
Tesco Lottbridge Drove,562475.0,101031.0
Tesco Super-Store (Bridge Road),591875.0,175127.0
Meteor Business Park,388317.0,222010.0
The Hazeley Academy,481628.0,236329.0
North East Grains Site,423375.0,588667.0
Tesco Extra Hazelmere,573525.0,187839.0
Amazon Omega Business Park,356255.0,390209.0
Iron Mountain Site,506854.0,208896.0
Tesco Crab Tree Lane,367646.0,402986.0
The Grange,478920.0,351013.0
Streetfield Farm,450726.0,282742.0
Iron Mountain Building,305189.0,670062.0
St Margarets Bay,312275.0,681623.0
Lamp Hill Wimpole Estate,534250.0,250350.0
Ainsdale Wastewater Treatment Works,331828.0,411186.0
Lochaber High School (Resubmission),212357.0,775929.0
Perth Wastewater Treatment Works,314552.0,722067.0
TF and JH Braime Holdings Factory,430853.0,432470.0
"Tesco Super-Store (Garratt Way, Gorton)",388542.0,396150.0
Volmary Site,541944.0,309041.0
Deuchries Windfarm (extension),363721.0,853713.0
Invergordon Academy,270904.0,869074.0
The Low Carbon Energy Generation Project at Keele University,381909.0,344989.0
National Space Centre,458801.0,306556.0
Tesco Queensway Place,355332.0,116050.0
Boscar Grange Farm,450521.0,472345.0
Clayhill,504351.0,233195.0
Aviva Headquarters,309819.0,722214.0
Pillswood Phase 2,504356.0,435160.0
Bracks Farm,558157.0,271520.0
Flamingo House,522853.0,224499.0
Kingmoor Park,337812.0,559940.0
The Oxfordshire Golf Club,468108.0,203722.0
Buckingham Tesco Superstore,470048.0,232803.0
Henry Colbeck Office,274033.0,664118.0
Flint Landfill Site Castle Park,324099.0,373832.0
East Codford Solar Farm Extension Phase 3,399545.0,142177.0
Keele University,382738.0,344314.0
"Lower Strensham, Bourne Road (Extension)",390182.0,241597.0
Hewitts Avenue Tesco,529603.0,406481.0
Shetland Tidal Array (extension),440389.0,1183121.0
Lascar Works,380570.0,411256.0
Glenfiddich Distillery,332714.0,841065.0
Pall Europe Building,251419.0,146768.0
Iron Mountain Howe Moss Drive,386724.0,812305.0
Eden Campus,345120.0,719601.0
Queen Elizabeth The Queen Mothers Hospital,635967.0,169786.0
William Harvey Hospital,604090.0,142068.0
Dundrinne Road,144149.0,490451.0
South Shore Holiday Village,516655.0,464450.0
Windy Rig Wind Farm,261700.0,600000.0
Clayhill Farm -  Battery Energy Storage,503744.0,232982.0
Land near Ventonteague,182586.0,51229.0
Attleborough Ad Plant Limited - Anaerobic Digestion Facility Expansion,603299.0,295670.0
Dunsinane Industrial Estate,337745.0,732482.0
Duke Of Gloucester Barracks,405555.0,198811.0
Ely Road Waste Management Park,548755.0,268890.0
Tesco Superstore Thetford Road,591787.0,300656.0
Energy Centre Royal Mint,303676.0,184935.0
Jaywick Water Recycling Centre,614280.0,214153.0
Elmsall Way Warehouse,448358.0,411902.0
University Of Suffolk Campus North,617121.0,244193.0
Lister Drive,338451.0,391858.0
Howden Farm,349610.0,667181.0
Hutchesons Grammar School,257194.0,662717.0
Claylands Road,312064.0,671748.0
Liverpool Energy Management Facility,338451.0,391858.0
Stonehill Energy Storage,399819.0,189611.0
Leiria Way Car Park,351448.0,382977.0
Two Post Lane,267970.0,96660.0
ENWL Training Academy,370231.0,428929.0
Lag Farm,351543.0,158644.0
Harborough Road Store,462395.0,300585.0
Crumps Yard Solar Farm,329707.0,369690.0
Brinsbury Campus Stane,506544.0,122267.0
Bustleholme Substation,403010.0,295044.0
Perth Wastewater Treatment Works (Extension),314371.0,722017.0
Perth Wastewater Treatment Works (Extension),314371.0,722017.0
H M Prison Bure,625937.0,323187.0
City of Edinburgh Council Buildings,326167.0,673824.0
Dundee Technology Park,335237.0,731592.0
Saputo Dairy UK,213675.0,86266.0
Fox Covert Solar Farm,475628.0,229916.0
Fox Covert Solar Farm,475814.0,229980.0
Ricoh UK Products,371831.0,309510.0
Lower Fields Mushroom Farm,437043.0,313723.0
Fairview Farm,527238.0,260862.0
Brookhouse Mill,352606.0,430425.0
B and Q Distribution Centre Highworth Road,417904.0,189004.0
Clifton Marsh Waste Water Treatment Works,345614.0,428877.0
The National Cycling Centre Velodrome,387357.0,398767.0
Lower Rumster wind turbine,321714.0,936327.0
Larks Green Solar Farm,367014.0,186672.0
Swansea University Bay Campus,270057.0,192722.0
South Stilling Tanks Solar Farm,350813.0,495471.0
Bloxwich Battery,399418.0,299143.0
Sanko Gosei Solar Panels,347090.0,407252.0
Cheesecake Energy Air Energy Storage,465194.0,361351.0
Heming Point Roof Mounted Solar Panels,407409.0,265299.0
Gleneagles Hotel Biomass Boiler Plant Room,291629.0,711481.0
Richborough Energy Park,633075.0,162290.0
Parkwood Road Rooftop Solar Array,249136.0,75022.0
Blyth Sewage Treatment Works,429491.0,582139.0
Stody Estate Solar Array,607140.0,333676.0
Albert Road Rooftop Solar Panels,449580.0,520081.0
Cupar Wastewater Treatment Works Solar Farm,338752.0,714907.0
Four Elms Solar Array,569466.0,227451.0
Stracathro Hospital Solar,362591.0,764986.0
Priddy Road Farm Biomass Boiler (Retrospective),356679.0,149694.0
Plusterwine House - Anaerobic Digestion Plant (Retrospective),359474.0,199283.0
Littleyhey Prison Solar Farm,515084.0,266058.0
Stairfoot Battery Storage Facility,436630.0,406107.0
Oriel High School,529045.0,135637.0
Willow Farm,549085.0,289977.0
Strathaven Airfield,267475.0,644839.0
Elmbank Drive Solar Panels,243144.0,637835.0
Nickle Farm,609232.0,155644.0
"Gunnista, Bressay Solar panels",449403.0,1141088.0
"Churn Lane, Horsmonden Solar Panels",570241.0,143255.0
Avon Road Car Park - Solar Photovoltaic Carport System,447909.0,186035.0
South Car Park - Solar photovoltaic carport system,447629.0,186019.0
"Barclays Glasgow Campus, Plot 4 - Energy Sustainability Centre",258475.0,664660.0
Cranfield University - Solar Farm,493946.0,242155.0
Langleys Lane - Electricity Generation Plant,364634.0,154674.0
The Kingswinford School - Solar panels,388788.0,289115.0
Plant Produce - Solar PV panels,409566.0,242623.0
Dorset Green Solar Farm,403542.0,96723.0
Burneside Mill Solar Array - Phase 3,350603.0,495881.0
"Nailsea Rescue Centre,  Nailsea - Solar Panels",347005.0,171331.0
Fferm Penglais - Solar Farm,259714.0,282783.0
Westland Leisure Complex,354492.0,116050.0
Outer Space Studios Solar Panels,386858.0,396964.0
"Bumble Hole Lane, Dodford - Solar PV",395135.0,273013.0
Cottingham - Solar Farm,502271.0,431548.0
Lidl Foodstore - Solar Panels,146832.0,29557.0
Continental Approach - Solar Panels,635950.0,168606.0
Harvie Card Way - Solar panels,492276.0,238924.0
Central Park - Solar photovaltics,386668.0,400668.0
Willow Road - Roof mounted solar panels,455426.0,338409.0
Bower Park Academy - Solar Photovoltaic Panels,551141.0,191866.0
South Farm Solar Park,390129.0,101525.0
South Farm Solar Park,390129.0,101525.0
St Peters Hall,516354.0,130184.0
Daresbury Science Park - Solar Array,357537.0,383341.0
Mount Vernon Hospital - Solar Panels,507705.0,191821.0
"Crompton Road, Ilkeston - Anaerobic Digestion Plant",447963.0,339252.0
Wishaw Battery Storage Facility,278488.0,654565.0
Richborough Energy Park - Phase 2,633075.0,162290.0
Henwick Grove - Solar Panels,383482.0,255487.0
Holly Street - Solar PV Panels,533852.0,184370.0
"Perrigo,Wrafton - Solar Photovoltaic System",249343.0,135278.0
Advent Way - Solar Panels,535422.0,192176.0
Easlea Road - Solar Photovoltaic Panels,587429.0,263702.0
IBL Cold Stores - Solar Photovoltaics Panels,343870.0,399186.0
Hurst Road - Walton Solar PV Farm,511525.0,168211.0
Eden Geothermal Limited - Eden Project Energy Centre,204609.0,56136.0
Morrisons Witham - Solar Pv Panels,581992.0,215634.0
Morrisons Store 148 Cheriton Road - Solar Array,621478.0,136530.0
Manners Avenue - Solar Panels,445724.0,342379.0
Regent Street - Solar Photovoltaic Panels,425506.0,562833.0
"Chickerell Road, Chickerell - Solar Photovoltaics (PV) Equipment",364509.0,79848.0
Station Road - Solar Array,601235.0,142679.0
Chubb Road - Solar Photovoltaic,246266.0,125854.0
Dragon Long Meadow  - Solar farm,192585.0,204781.0
"Denton Hall Farm Road, Denton - Solar Photovoltaic System",391231.0,394714.0
"Morrisons, Bradford Road, Idle - Solar PV Panels",417787.0,436512.0
Lumley Water Treatment Works - Solar Panels,429580.0,549453.0
Altham Business Park - Solar Panels,377504.0,432758.0
Twin Tumps Way - Solar Panels,546055.0,180674.0
Arthur Street - Solar Panels,405501.0,267257.0
HMP Wayland - Solar Panels,594096.0,298907.0
Royal Oak Way South - Solar Array,456217.0,262981.0
Victoria Road - Solar Photovoltaic System,611749.0,279509.0
"Tudworth Field Road, Hatfield - Solar PV Panels",468659.0,410557.0
"Kirkcaldy W W T W, Nether Street- Solar Panels",328663.0,692461.0
Anaerobic Digestion Plant,102659.0,510689.0
Toggam Farm - Anaerobic Digestion Plant,570546.0,284857.0
Keele University,382738.0,344314.0
Mounteneys and Cherry Rock Wind Turbines,373296.0,189365.0
Kingsway - Solar Panels,459569.0,453343.0
"Audi Stockport, Brinksway, Edgeley - Solar Panels",388536.0,389954.0
" Cinch Stadium, Franklin’s Gardens - Solar ",473896.0,260855.0
Geraint Thomas National Velodrome - Solar,333747.0,186573.0
Atherton Way - Solar Panels,499585.0,407829.0
Longlooms Road East - Solar panels,341060.0,374080.0
Dorset Green Battery,403542.0,96723.0
Clytha Road - Biomass Boiler Unit,336566.0,204433.0
"Midland Lead, Kiln Way - Solar Photovoltaic Panels",430753.0,319045.0
"Regent Street, Sheepscar - Solar Panels",430834.0,434195.0
Hawkers Hill Energy Park,385168.0,123811.0
"Bells Of Lazonby, Edenholme Bakery - Solar Panels",354767.0,539661.0
"Tout Lane, Charlton Adam - Solar Photovoltaic System",353614.0,128090.0
"National Grid Electricity Substation, Capenhurst Lane - Battery Storage",336493.0,373743.0
Eastbourne District General Hospital -  Energy Management,560184.0,101058.0
Cirencester Solar Farm,405507.0,201350.0
"University Way, Cranfield - Solar Array",493663.0,241978.0
Dorset Green Hydrogen,403542.0,96723.0
"County Hall, Loansdean - Solar Array ",420336.0,584380.0
"County Hall, Loansdean - Battery Storage",420336.0,584380.0
Chertsey Water Treatment Works,501455.0,167245.0
"M Sport, Dovenby Hall Estate - Solar Panels",310698.0,535330.0
"Wieland Nemco, Pennard Close - Solar panels",477602.0,258685.0
Northfield House Solar Farm,453555.0,281999.0
"Grimsby West, Birchin Way - Solar Array ",525858.0,410394.0
"HSH Coldstores, Estate Road - Solar Panels",524503.0,410378.0
"Souber Dairy, Bank Newton - Solar Panels",391114.0,453164.0
Eastcroft Municipal Depot,458211.0,339082.0
Eastcroft Municipal Depot,458211.0,339082.0
Mobile Telephone Exchange (MTX) - Solar Panels,380970.0,214906.0
"R G Walter & Sons, Golden Acre Site - Biomass Boilers",481873.0,430469.0
"Blair Castle Caravan Park, Blair Atholl - Solar Farm",287385.0,765584.0
Blum Uk - Solar Panels,490022.0,238847.0
Aylett Nurseries - Solar Panels,516825.0,204868.0
LVF Packaging - Solar Panel,431334.0,431974.0
"Elstree Film And TV Studios, Shenley Road - Solar Panels",519788.0,196844.0
F Lloyd Penley - Solar Panels,337383.0,348803.0
"Fairham Business Park, Foresters Avenue  - Roof Mounted Solar Panels",453576.0,332916.0
Roskilly's - Solar Farm,179412.0,20706.0
