Site Name,X-coordinate,Y-coordinate
Hunters Race Solar Park,485062.0,107653.0
Parham Airfield (Great Glenham),633149.0,260842.0
Chapel Lane Parley Solar Farm Phase 1,409877.0,99146.0
Welbeck Colliery,457669.0,369999.0
Priory Farm,649805.0,289745.0
Norrington Common Solar Farm,388259.0,164933.0
Hendre Fawr Farm,290227.0,205890.0
Northmoor,227223.0,97462.0
Manor Farm - Shripney,492911.0,102524.0
Chelwood Solar Farm,364184.0,161166.0
Manor Farm - Pertenhall,507682.0,264475.0
Hardingham Solar Farm - extension,605307.0,304915.0
Brooks Farm Solar Park,459891.0,217614.0
Christchurch Energy,417714.0,95129.0
Yarburgh Grove Farm,534300.0,391971.0
Taplins Farm solar park,477955.0,154961.0
Homestead Farm,439433.0,88404.0
The Kickles,486215.0,244957.0
Eakring Solar Farm,466033.0,362403.0
Egmanton Solar Farm,474907.0,368832.0
Branston solar park,502105.0,366002.0
Moira Road,129536.0,531688.0
Golden Hill,199087.0,202465.0
Chapel Hill,196092.0,197842.0
Pen Rhiw Caradog,304594.0,197985.0
Vine Farm Solar Park,532326.0,247631.0
Coombeshead Solar Farm,274517.0,55506.0
Decoy Farm,526272.0,312782.0
Easington Farm (Chalgrove),465126.0,197272.0
Gelliwern Isaf Farm,262382.0,202019.0
Sawmills Solar Farm,291535.0,78055.0
Walland Farm,235344.0,122223.0
Weycock Road,309173.0,169565.0
Higher Bye Farm,305042.0,142360.0
Cockhill Solar Farm,384487.0,159180.0
Bentham Farm,407114.0,189633.0
Boscombe Airfield,418428.0,139160.0
Shotwick Solar Farm,331844.0,372029.0
Winnards Perch Solar Farm,192864.0,66586.0
Lodge Farm (Poulshot),396417.0,190978.0
Glebe Farm Solar Energy Park,496400.0,262540.0
Bryn yr Odyn Solar Farm,239600.0,373400.0
Rhyd-y-Pandy Solar Farm,266057.0,201531.0
Saron Road solar park,260904.0,212664.0
Tiln Farm solar park,471371.0,383853.0
Langford Solar Farm,519906.0,239446.0
Stokes Marsh Farm,394200.0,156500.0
West Hall Solar Farm,302351.0,167146.0
Stowbridge Farm - Extension (Phase 1),551763.0,272656.0
Bourne Park (Solar),372299.0,97660.0
Hall Farm,458154.0,239733.0
Brynteg Farm,249621.0,203809.0
Stonepit Farm,479012.0,249026.0
Yerbeston Gate Farm,207186.0,209092.0
Grange Farm (Lincolnshire),538539.0,318458.0
Molehill Farm,614920.0,166471.0
Pashley Farm,570890.0,110991.0
Fiskerton Airfield (Phase 1),504955.0,373023.0
Hendai Farm,311830.0,198070.0
Bury Lane Fruit Farm,537290.0,244247.0
Marsh Farm Hilperton,387169.0,160365.0
Ashlawn Farm,337007.0,151114.0
Cuckoo Grove Farm,192777.0,216646.0
Gedling Solar Farm,461655.0,344045.0
Bilsthorpe Quarry Solar Park,465301.0,360985.0
Littlebourne,619386.0,157434.0
Wellingborough Solar Farm,489205.0,265630.0
Baglan Bay Solar Farm - Phase 1,273414.0,191650.0
Gover Farm Solar Park,172387.0,48080.0
Kerriers Solar Park,200121.0,64070.0
Hullavington Solar Park,388650.0,182700.0
Crossness Sewage Works PV,548450.0,180950.0
Higher Hill Farm,351817.0,131004.0
Manor Farm (Keinton Mandeville),355189.0,130227.0
Walton WTW PV,511550.0,168450.0
Wolseley National Distribution Centre,431775.0,264043.0
Colchester STW,601995.0,223773.0
Cardiff Waste Water Treatment,320496.0,176903.0
Longreach STW - extension,555150.0,176522.0
Riverside Sewage Treatment Works Digestion Plant,551737.0,181984.0
Howdon STW,436432.0,568239.0
SR-2000 (FoW - EMEC),354000.0,1028400.0
Inner Sound Phase 1A (MeyGen),335503.0,984335.0
Wello Penguin Device (Billia Croo - EMEC),323401.0,983560.0
Hayle Wave Hub (Test Site),154466.0,39557.0
Hywind Scotland Pilot Park (Hywind 2) Demonstrator,433500.0,846500.0
Beatrice Demonstrator,347955.0,929690.0
Burbo Bank,321476.0,399706.0
Gunfleet Sands - (Demo) Extension,620650.0,205297.0
Gunfleet Sands II ,624262.0,208150.0
Gunfleet Sands Offshore Wind Scheme,622317.0,208468.0
Inner Dowsing ,563561.0,368447.0
Kentish Flats ,615015.0,178055.0
Lynn,564095.0,362638.0
North Hoyle ,303823.0,392138.0
Rhyl Flats ,290990.0,388002.0
Robin Rigg East,291005.0,542348.0
Robin Rigg West,288785.0,540522.0
Scroby Sands ,656417.0,311874.0
Thanet ,652658.0,176367.0
Walney 1,300833.0,461449.0
Hornsea 2 - Optimus and Breesea,632326.0,457349.0
Kentish Flats 2,614105.0,176834.0
European Offshore Wind Deployment Centre (EOWDC) (Aberdeen Bay - Demonstration site),395693.0,806148.0
Walney 2,294836.0,466177.0
Ormonde Offshore,306000.0,466842.0
Greater Gabbard Wind Farm,670237.0,231640.0
London Array Phase 1,642078.0,197218.0
Sheringham Shoal ,610671.0,364425.0
Centrica (Lincs),567020.0,368144.0
Teeside Offshore Wind Farm,458470.0,528174.0
Race Bank (Phase 1),573300.0,363000.0
West of Duddon Sands,304230.0,455334.0
Rampion Offshore Wind Farm (Hastings Zone),528790.0,83836.0
Beatrice,344074.0,911416.0
Blyth Offshore Wind Test Site,440591.0,586033.0
East Anglia 1 (EA 1),685500.0,257000.0
Hornsea 1 - Heron & Njord,626000.0,426000.0
Galloper Wind Farm,678139.0,227875.0
Levenmouth demonstration turbine (Fife Energy Park),340600.0,696860.0
Triton Knoll ,591183.0,372179.0
Walney 3,286289.0,467410.0
Moray East,353328.0,897834.0
Dudgeon East ,575000.0,361000.0
Burbo Bank Extension (Burbo Bank 2),315815.0,398892.0
Seagreen,404600.0,749300.0
Gwynt y Mor ,292082.0,396482.0
Humber Gateway A,566400.0,390760.0
Westermost Rough A,571600.0,358680.0
Barrow ,314978.0,455827.0
South Beach Wind Turbine (Somerton),646953.0,318736.0
Swaffham 1 - Ecotech Wind Park,581585.0,309935.0
Mynydd Gorddu Wind Farm,266200.0,287200.0
Cefn Croes Wind Farm,281000.0,280000.0
Carno 'B' Wind Farm,291053.0,295836.0
Carno 'A' Wind Farm,293000.0,295000.0
Cemmaes 'B' Wind Farm,287000.0,308000.0
Trysglwyn Wind Farm,244000.0,389000.0
Hafoty Ucha '2' and '3' Wind Turbine,293500.0,345500.0
Royal Seaforth Dock Wind Farm,331100.0,397000.0
Cemmaes 'C' Wind Farm,286800.0,306000.0
Llanbabo Wind Farm,236000.0,387000.0
Tow Law Wind Farm,411500.0,541000.0
Kirkheaton Wind Farm,400800.0,576900.0
Great Eppleton Wind Farm,436900.0,548200.0
Great Orton Wind Farm (Extension),331300.0,553400.0
Harlock Hill Wind Farm,325300.0,479400.0
Wharrels Hill Wind Farm,318000.0,537200.0
Siddick Wind Farm,300600.0,532100.0
Oldside Wind Farm,299700.0,530500.0
Haverigg Extension Wind Farm,313700.0,479500.0
Blaen Bowi Wind Farm,232500.0,236000.0
Parc-Cynog Wind Farm,225500.0,209500.0
Moel Maelogen A,284700.0,361300.0
Out Newton Wind Farm,538800.0,421200.0
Brockholes Wind Cluster,382080.0,663751.0
Kilbraur Windfarm Farlary - Extension,283124.0,902064.0
Maesgwyn,285500.0,205500.0
Spicer Hill Wind Farm,420500.0,404500.0
Ford Motor Company Ltd (Extension),549268.0,183277.0
FMC Technologies,310010.0,685787.0
Boyndie Airfield Extension,361206.0,863606.0
Blue Gates Farm,606950.0,222545.0
Celcon Blocks Ltd,460597.0,420445.0
Hammar's Hill,338644.0,1023698.0
"F M C Land, Pitreavie Business Park",310145.0,685510.0
Strath of Brydock - Extension,365391.0,859727.0
Hare Hill (East Ayrshire),265320.0,609703.0
Kirkby Moor,326111.0,485242.0
Bambers II,549195.0,382820.0
Millennium Extension II,225679.0,810840.0
Cairnmore Farm,351086.0,825261.0
St Fergus Moss Wind Farm,405416.0,853549.0
"West Hill, Flotta",335252.0,993820.0
Chelker Reservoir (Retention of Turbines),405730.0,451820.0
Whitelee Windfarm Extension phase 2,254220.0,640867.0
Hill of Balquhindachy extension,385642.0,842482.0
Taff Ely Wind Farm,298574.0,186630.0
Mossmorran Wind Farm,318109.0,689419.0
Courtstone Wind Turbine,384413.0,833537.0
Lairg Wind Farm,261293.0,903916.0
G24 Innovations Turbine,323460.0,179215.0
Mornflake Oats Wind Turbine,361543.0,863513.0
Wind Turbine 1,141041.0,539963.0
Clochnahill Wind Farm,382413.0,782503.0
Ballymena Wind Park Limited,128574.0,562072.0
St John Hill,383502.0,778054.0
MARCH SEWAGE TREATMENT WORKS - WIND TURBINE,543872.0,299171.0
Brockaghboy Wind Farm - extension,87959.0,566906.0
Burnfoot Hill,290135.0,703250.0
Chelker Reservoir,405730.0,451820.0
Strath of Brydock,365391.0,859727.0
House O'Hill,397560.0,859107.0
Owenreagh Extension,57401.0,558796.0
Bagmoor,488240.0,415400.0
Croda Chemicals Europe,465670.0,421110.0
"Eastman Chemicals, Workington",300775.0,531765.0
Lindhurst Wind Farm,456880.0,358150.0
Craigengelt,272451.0,686495.0
Saltend Wind Turbine,516400.0,429000.0
Loftsome Bridge,470140.0,429460.0
Nissan Wind Farm,433385.0,557810.0
Parc Cynog Extension,225230.0,209760.0
Ranson Moor (phase 1),537950.0,292470.0
Ranson Moor Wind Farm (Phase 2),538360.0,292250.0
West Durham Wind Farm,412000.0,541000.0
Dyffryn Brodyn Wind Farm,221900.0,226800.0
North Red Bog,399555.0,855289.0
Milton Keynes Wind Farm,490000.0,249090.0
Broom Hill Farm,415500.0,539500.0
Winscales Moor,303500.0,528500.0
Wind Farm Africa Alive,651905.0,286095.0
Beinn Tharsuinn Extension (Beinn nan Oighrean),266440.0,879840.0
St John's Well,380570.0,837410.0
Hellrigg Wind farm,313585.0,551775.0
Bryn titli Windfarm,293500.0,275500.0
Delabole (Repowering),208800.0,85500.0
Whittlesey,524027.0,297139.0
Advanced Manufacturing Research Centre,441475.0,388039.0
Solutia UK Ltd,333375.0,185740.0
High Haswell Wind Farm,436675.0,543772.0
Llandinam Windfarm,302840.0,283645.0
Goonhilly Downs Wind Farm Repower,171000.0,21600.0
MSD Cramlington,424206.0,578852.0
Skelmonae Wind Farm,388702.0,836734.0
Carn Vean,172528.0,35961.0
Dewlay Cheese Wind Turbine,348440.0,443850.0
Coal Clough Wind Farm,390207.0,428154.0
Myres Hill,256840.0,646620.0
High Sharpley Wind Farm,442644.0,549702.0
National Wind Turbine Test Site,256500.0,646500.0
Little Cheyne Court Wind Farm,598310.0,122060.0
Bessy Bell Wind Farm,49687.0,547922.0
Long Hill Road,541686.0,299303.0
Corkey Wind Farm,126222.0,580523.0
Ness point Wind Turbine 1,655480.0,293595.0
Elliot's Hill Wind Farm,134974.0,546006.0
Causeymire,336736.0,951086.0
Hadyard Hill,226478.0,599253.0
Hare Hill (B),437735.0,540895.0
Rigged Hill Wind Farm,92064.0,580329.0
Bin Mountain,38520.0,541806.0
Crystal Rig Phase 1,368350.0,665650.0
Black Law,289500.0,653500.0
Ardrossan,223500.0,642500.0
Owenreagh Wind Farm,57111.0,559168.0
Braes O'Doune,272590.0,710500.0
Thorfinn Wind Farm - NM1500,334600.0,1025700.0
Slieve Rushen Phase 1 Wind Farm,33019.0,491811.0
Boulfruich,315500.0,935500.0
Bicker Fen,519870.0,339325.0
Stags Holt,544000.0,299000.0
Tappaghan,31856.0,531807.0
Glass Moor,528421.0,292867.0
Gedney Marsh,542014.0,328596.0
Ben Aketil,132500.0,846500.0
Knabs Ridge Windfarm,423069.0,455946.0
Kelburn,224000.0,655000.0
Ramsey 1,528800.0,284900.0
Bambers Farm,549195.0,382820.0
Ford Wind Park - Dagenham,549327.0,182167.0
Swaffham Plashes II,582760.0,310085.0
Shooters Bottom Wind Park,359380.0,150740.0
Bessy Bell Extension,50592.0,547973.0
Caton Moor Windfarm Repowering,357298.0,463963.0
Moel Maelogen A Phase 2,284700.0,361300.0
Scout Moor Windfarm,382400.0,419200.0
The Haven,378300.0,247900.0
The Hollies,549995.0,362998.0
Tullo Farm,387283.0,785873.0
Garves Mountain Farm,108200.0,577000.0
Avonmouth Port,351335.0,179980.0
Dummuie,358600.0,840300.0
Earlsburn,269652.0,688422.0
Kilbraur Windfarm,278550.0,907550.0
Achany Wind Farm,252350.0,904150.0
Bilbster Wind Farm,327150.0,951850.0
Green Park,470640.0,169375.0
Carcant Windfarm,336250.0,652850.0
Butterwick Moor,439000.0,530000.0
Hagshaw Hill Wind Farm Extension,279000.0,632000.0
Southern Law,436500.0,536500.0
Llangwyryfon,261752.0,269577.0
Pates Hill,299130.0,659300.0
Roskrow Wind Turbines,176500.0,35500.0
Greendykeside,281134.0,670403.0
Gruig Wind Farm,126155.0,577763.0
Wolf Bog Wind Farm,137865.0,553129.0
Curryfree Wind Farm,59555.0,572350.0
Altahullion Phase II,80176.0,575395.0
Slieve Divena Phase 1 Wind Farm,69602.0,524593.0
Loscar Farm,451000.0,380000.0
Langley Moor,420928.0,547703.0
Land approx 75m South of 141,72186.0,544257.0
Hunter's Hill,53811.0,517991.0
Arecleoch Windfarm,221500.0,578500.0
Mark Hill,225000.0,585000.0
Screggagh,54566.0,520549.0
Westmill Wind Farm,423218.0,190825.0
Lodge Farm 1,188700.0,207500.0
"Carno 'A'and 'B' Wind Farm, (Extension)",293000.0,295000.0
Achairn,329950.0,950650.0
High Hedley Hope 2 (Extension),415700.0,541000.0
Beinn an Tuirc,173950.0,636900.0
Cnoc Donn Arnicle,175200.0,637600.0
Beinn Ghlas Wind Farm,196500.0,726000.0
"Bendealt Wind Farm, Highland",255500.0,871000.0
Meall an Tuirc Wind Farm,255500.0,871500.0
An Suidhe,200483.0,707563.0
Roughside Hill,333000.0,646200.0
Bowbeat Wind Farm,329600.0,647500.0
Hagshaw Hill Wind Farm,278980.0,630740.0
Arnish Moor,139155.0,929460.0
Burgar Hill,334300.0,1026200.0
Thorfinn Wind Farm - NM2000,334790.0,1025240.0
Hill of Lybster,302000.0,969500.0
Burradale Hill,442500.0,1142500.0
Glens of Foudland,361900.0,837400.0
Castle Pill - Repowering,191995.0,206665.0
New Holland,350053.0,1003214.0
Weston Airfield Wind Turbines,609009.0,315326.0
Orton Park Farm,335490.0,553153.0
PROMISED LAND FARM,351169.0,401881.0
Nethercott Farm,235330.0,96451.0
Bonerbo Wind Turbines,353841.0,707688.0
Princes Gate Spring Water,214885.0,211552.0
Phase 1 Bettyhill Wind Farm,272326.0,962920.0
Sibelco Brassington,424985.0,354923.0
Lambrigg Wind Farm,358800.0,493600.0
Askam,323000.0,477100.0
Bears Down Wind Farm,190360.0,67560.0
Welton Of Creuchies,321622.0,750192.0
Droop Hill Wind Farm x,375708.0,781360.0
Denhill,379611.0,835693.0
Haddo,381628.0,837639.0
Gairnieston Farm,374750.0,856031.0
"Burgar Hill (land Near), Evie",334300.0,1026200.0
Tod Hill Farm Wind Turbines,284064.0,683742.0
Moorhouse Farm,384415.0,667894.0
Royd Moor,422000.0,404000.0
Stroupster Wind Farm - additional turbine,333969.0,965435.0
Little Belhus Restoration Site,558111.0,182855.0
Crystal Rig Wind Farm Phase 2a,367000.0,667500.0
Clachan Flats Wind Farm,217950.0,714520.0
Fen Farm,537585.0,393825.0
Darracott Moor,223500.0,117500.0
Lochhead Farm,275500.0,646500.0
Toddleburn,345050.0,653150.0
Crimp Wind Farm,225180.0,115445.0
Hedley Hope,415700.0,541000.0
Tangy Wind Farm/Tangy 1,168500.0,628500.0
Coldham Hall,543324.0,302675.0
Whitemill Wind Farm,545100.0,301570.0
Green Knowes,296850.0,707550.0
Whitelee,256800.0,645435.0
Great Orton,331000.0,553500.0
Winscales Phase I and II,303000.0,527000.0
Holmside Hall,420800.0,550300.0
High Volts Wind Farm,445200.0,533400.0
Hare Hill,437735.0,540895.0
Great Eppleton Farm Repowering,436900.0,548200.0
Haswell Moor,438085.0,541365.0
Worksop - B&Q,461695.0,378487.0
Cold Northcott,220040.0,85965.0
Upper Ardgrain Wind Farm,396508.0,835110.0
Rothiesholm,362283.0,1023560.0
Hill of Easterton,376449.0,831808.0
Port of Liverpool - wind,333356.0,395230.0
Rothes Wind (Cairn Uish),318500.0,850500.0
Crystal Rig Extension II,366000.0,669000.0
Glenkerie Wind Farm,310453.0,628117.0
Lissett Airfield Wind Farm,512263.0,458139.0
Methlick Farmers Wind Energy Project,385500.0,837500.0
Rheidol Wind Farm,272400.0,280500.0
Deucheran Hill,177000.0,643000.0
Bryn Du,284000.0,281000.0
Lendrum's Bridge Wind Farm ( Extension 2),65919.0,512041.0
Lendrum's Bridge Wind Farm,63672.0,512074.0
Dun Law,347069.0,657344.0
Black Hill (Borders),373000.0,656300.0
Altahullion,77906.0,574708.0
Four Burrows Wind Farm,176615.0,47930.0
Dun Law Extension,347276.0,655153.0
Lochelbank Wind Farm II,311440.0,713477.0
Cruach Mhor,203500.0,687400.0
Wern Ddu Wind Farm,305800.0,348500.0
Hagshaw Hill Wind Farm,278965.0,630750.0
Muirake,356817.0,858161.0
Millennium Extension,225200.0,810300.0
Rusholme Wind Farm,469500.0,426500.0
Longpark,348050.0,642050.0
Walkway,439000.0,530000.0
Coldham,542000.0,302000.0
Red Tile,534086.0,283221.0
Deeping St Nicholas Wind Farm,519905.0,316471.0
Lowca Wind Farm,298600.0,523600.0
Fairfield Farm,301826.0,521459.0
Haverigg Repowering (Haverigg II),313700.0,479500.0
Beinneun Windfarm Extension,220442.0,804419.0
Ewe Hill (extension),315000.0,580000.0
Melton Common Wind Cluster,496525.0,425211.0
Moy Wind Farm (2nd Application),276947.0,835012.0
Rosehill Wind Turbines,286252.0,686188.0
Twin Rivers,472545.0,412960.0
Blyth Harbour Wind Farm,432290.0,581345.0
Penrhys Wind Farm/Ferndale Power Factory,299700.0,195700.0
Gordonbush,284500.0,909500.0
Avonmouth Wind Power,353358.0,179393.0
Gordonstown Hill Wind Farm,371136.0,841396.0
The Rosti Factory,276956.0,649658.0
Ben Aketil Extension,132500.0,846500.0
Lochcarnan Community Windfarm,77451.0,828569.0
The Grange Wind Farm,546300.0,319200.0
Humphrey Group,613107.0,275558.0
Rodbaston,392176.0,311645.0
Boundary Lane,404708.0,550336.0
Nutberry Wind Farm,279021.0,635662.0
Penny Hill Lane,446825.0,387627.0
Magherafelt,101186.0,551482.0
The Michelin Tyre Factory - Ballymena,130743.0,561194.0
West Knock Wind Cluster,398494.0,844840.0
Low Spinney Wind Farm,455816.0,289705.0
Westfield,319640.0,695487.0
Swinford Wind Farm,456804.0,279647.0
Burnt House Farm,533458.0,295082.0
Calder Water Community Wind Farm,260869.0,640428.0
Millour Hill Community Windfarm,225843.0,652080.0
Netherton of Windyhills,348948.0,857294.0
Gallowhill,344124.0,1043753.0
Frodsham Marsh,348857.0,378461.0
Brechfa Forest West,254202.0,231259.0
Greenhill Croft,388080.0,856083.0
Severn Trent STW,459710.0,311517.0
Spaldington Airfield,479158.0,433880.0
Hillhead of Auquhirie,328500.0,785500.0
Middleton Wind Farm,253158.0,656019.0
Orchard End,343216.0,445233.0
Mynydd Bwllfa Wind Farm - Resubmission,295787.0,202855.0
Tirgwynt,299943.0,302442.0
Garreg Lwyd,312758.0,280228.0
Crockbrack,80213.0,535661.0
Connaught Road,123057.0,549749.0
Crockagarron Ext,76240.0,528915.0
Castle of Auchry Farm,373109.0,821437.0
Little Byth,382764.0,857480.0
Yonderton Farm,403588.0,837834.0
Oakdale Business Park,319119.0,199334.0
Boddington Reservoir,449381.0,253123.0
HMP Standford Hill,598426.0,170070.0
Sharpness Docks,366743.0,202889.0
Sancton Hill,491554.0,439660.0
Port of Sheerness Wind Farm (was Lappel Bank),591061.0,175143.0
Stonish Hill (Bilsthorpe),466000.0,362000.0
Stags Holt Extension,544000.0,299000.0
North Yell Wind Farm (Garth Community Wind Farm),454471.0,1198506.0
Glenurquhart and Strathglass Wind Farm project,234250.0,824290.0
Damhead Farm,279061.0,663992.0
Hyndburn Wind Farm,374424.0,424281.0
Tedder Hill Wind cluster,530221.0,430242.0
Lynemouth Windfarm (Resubmission),429400.0,589799.0
Wingates Wind Farm,413034.0,597920.0
Wathegar wind farm,328540.0,950761.0
Allt Dearg Wind Farmers LLP,182893.0,676616.0
Hameldon Hill extension,379914.0,430561.0
Dalby,465199.0,323653.0
Glass moor Extension,528421.0,292867.0
Cour Wind Farm,181005.0,648528.0
Upper Wheedlemont Farm,347391.0,826203.0
Shielburn Farm,367618.0,845637.0
Beinneun,220442.0,804419.0
Seamer Wind Farm - Hambleton,447872.0,511421.0
Fanny House Farm/Heysham Moss,342996.0,460568.0
Newthorpe Wind Turbine,447216.0,344836.0
Chelveston Renewable Energy Park Wind Farm (Bedford),499823.0,268732.0
Torrance Farm,290842.0,665671.0
Land at Overside and Greenwellheads Farms,406123.0,854692.0
Lancaster University (wind),349007.0,457081.0
Myreton Crossroads,349741.0,856864.0
Auchinderran Wind Farm,361419.0,854774.0
The Limes Wind Turbines,516489.0,429822.0
Milton of Fisherie Wind Cluster,375067.0,859014.0
Blantyre Muir Wind Farm,268888.0,651781.0
Lilbourne Wind Farm,456786.0,277685.0
Tullo Wind Farm North Extension (Shiels Wind Farm),375080.0,772580.0
Easter Melrose Wind Energy Project,375187.0,863494.0
Newton Marsh Wind Project,533327.0,403278.0
North Pickenham Airfield,585114.0,306597.0
Wythegill Wind Turbine,301881.0,532072.0
Roos Wind Farm (Resubmission),527376.0,430105.0
Backhill of Yonderton Wind Cluster,375188.0,855296.0
Spurness Wind Farm Repowering,360531.0,1033828.0
St Johns Wells Wind Cluster Extension,379960.0,836480.0
GlaxoSmithKline Wind Project,234144.0,636959.0
K L Technologies Wind Turbine,561043.0,321955.0
Coire Na Cloiche Wind Farm,258937.0,878023.0
Altaveedan Wind Farm,128388.0,584976.0
Corkey Wind Farm Extension,126713.0,580597.0
Ardoch and Over Enoch Wind Farm (Over Enoch),258600.0,648600.0
Ystgellog Farm Wind Farm,240490.0,391238.0
NEILSTON WIND FARM,245292.0,653952.0
Greencroft Estate Turbines,416236.0,550574.0
Crossness Sewage Works Turbine,548777.0,180312.0
Muirhall Extension,299342.0,652838.0
Clondermot Turbines,60124.0,576620.0
Freasdail Wind Farm,182440.0,659197.0
Nash Waste Water Treatment Works Turbine,333598.0,184016.0
Marston Vale Country Park Wind Turbine,500498.0,241710.0
Energy Works Hull - Wind Turbine,510170.0,430424.0
Mynydd Y Gwrhyd Windfarm,272659.0,210474.0
Severn Trent Water - Stoke Bardolph Wind Turbine,464294.0,342475.0
Barns of Ayre Wind Turbines (2),358890.0,1004047.0
Newton Down,284252.0,179465.0
North Steads Wind Farm,423943.0,596828.0
Hill of Tillymorgan (Kirkton Farm) Wind turbines,363363.0,828345.0
LADEHEAD FARM - WIND TURBINES,279142.0,641223.0
Garlenick Estate 2 - Wind Turbines,194662.0,49203.0
Goonabarn Farm Wind Turbines,189473.0,54165.0
Bloodhills - repowering,647642.0,318446.0
Ardoch and Over Enoch Wind Farm (Ardoch),258534.0,649697.0
Avonmouth Port II,353360.0,182375.0
Tween Bridge Windfarm,470500.0,414500.0
Mynydd Portref,298897.0,185178.0
Fforch Nest Wind Farm pt2,296500.0,190800.0
Gortfinbar,75490.0,528123.0
Carn Hill,148254.0,544393.0
Wadlow Wind Farm,558500.0,254500.0
Bradwell Wind Farm (Repower),595000.0,205000.0
Hazlehead,417915.0,403915.0
Kiln Pit Hill Windfarm,405590.0,554583.0
Otterham Down Wind Farm,215700.0,90500.0
Sixpenny Wood Windfarm,478500.0,427500.0
Earl's Hall,614550.0,216860.0
Mawdesley Moss,348500.0,415500.0
Chelveston Renewable Energy Park Wind Farm (East Northamptonshire),499885.0,268015.0
Bewick Drift,428275.0,591310.0
Hall Farm Routh,507865.0,443185.0
Rothes Wind Farm (Extension) (II),318500.0,850500.0
Slieve Kirk (formerly Glenconway),78301.0,576178.0
Slieve Kirk (formerly Altahullion Phase III & Glenconway 2),77926.0,575589.0
Fforch Nest Wind Farm pt1,296600.0,191300.0
Hampole Wind Farm,449430.0,409145.0
Blackstone Edge,419565.0,405226.0
Glenbuck,118000.0,577300.0
Glenbuck,118000.0,577300.0
Marr Windfarm,450491.0,404311.0
Nissan Motors Plant Extn,433385.0,557810.0
Hill of Fiddes,393495.0,824485.0
Dunmore,88015.0,585846.0
Cotton Farm,523270.0,264130.0
Land at Flimby Hall Farm,302500.0,533500.0
Carland Cross Wind Farm Repowering,184500.0,54500.0
Yelvertoft Wind Farm,457887.0,275532.0
Mains of Hatton,396115.0,858370.0
Whitelee Windfarm Extension Phase 1,256300.0,645000.0
Tilbury Docks,562450.0,175735.0
Seamer Windfarm - Stockton on Tees,448125.0,511235.0
South Sharpley Wind Farm (Revised),438490.0,549675.0
Armistead Wind Farm,358500.0,486900.0
Withernwick,520325.0,440375.0
Loch Sminig Wind Project,137480.0,952680.0
Burton Pidsea (Wadworth Hill) Wind Farm,524497.0,429743.0
Camster,325800.0,947400.0
Bu Farm,362283.0,1023560.0
Drumderg,324500.0,748500.0
Clyde Wind Farm,302500.0,617500.0
Novar Wind Farm (Extension),255500.0,871500.0
Hill of Towie (Drummuir),320000.0,860000.0
Ewe Hill,315000.0,580000.0
Middlemoor,414765.0,622786.0
Baillie Wind Farm,302550.0,965650.0
Braich Ddu,267500.0,301500.0
Drone Hill,383719.0,667227.0
Tangy Wind Farm Extension/Tangy 2,177000.0,626200.0
Ray Wind Farm,395550.0,587550.0
Calliachar,285000.0,750000.0
Griffin Wind farm,293600.0,744600.0
High Pow Farm,323500.0,544500.0
St. Johns Hill,383500.0,777500.0
Blackcraig,270500.0,582500.0
Fullabrook Down Wind Farm,253055.0,141846.0
Little Raith Farm,322245.0,692552.0
Pant y wal,295886.0,191521.0
Crighshane,29021.0,542409.0
Townlands of Carrickatane,66757.0,567963.0
Green Rigg,392000.0,582000.0
Church Hill,31711.0,543769.0
Crockagarran,75726.0,528798.0
Rosehall Hill Forest Windfarm,249550.0,903550.0
Thornog Windfarm,41160.0,537686.0
Slieve Divena Phase 2 Wind Farm,69602.0,524593.0
Bankend Rig,265553.0,633692.0
Hill of Easterton Extension,376449.0,831808.0
Batsworthy Cross,281500.0,120500.0
Slieve Kirk,61258.0,571215.0
Fallago Rig,357000.0,660000.0
Cathkin Braes Wind Farm (Castlemilk),261220.0,658203.0
Mynydd y Betws,267000.0,210000.0
Ark Hill,335700.0,742600.0
Pentland Road Wind Farm,135500.0,938700.0
Slieveglass,40796.0,540968.0
Molly Mountain,32559.0,492702.0
Turncole Wind Farm,598482.0,198640.0
Derby Sewage Treatment Works,439567.0,334685.0
Grange,486042.0,416496.0
Goole Fields ll Wind Farm,473632.0,420610.0
Edintore Wind Farm,342422.0,846573.0
Tralorg Wind Farm,221728.0,598656.0
Gremista Wind Farm,446287.0,1145628.0
Common Barn Wind Farm,516918.0,265736.0
Clentrie Wind Farm (Gevens),322212.0,692370.0
Thornog Windfarm Extension,41160.0,537686.0
Kelmarsh Wind Farm (Resubmission),470868.0,278823.0
Torrance Farm Wind Park Extension,290908.0,666200.0
Goathill Quarry Turbine,317941.0,688959.0
Skeddoway Farm Wind Turbine,328104.0,697699.0
Middle Balbeggie Wind Turbines,327760.0,696279.0
Upper Holton Wind Farm,640495.0,280140.0
Tallentire Hill,312500.0,535500.0
Pollnalaght (Cornavarrow),48480.0,532854.0
Seegronan,122608.0,534966.0
Meikle Carewe,383200.0,792000.0
Andershaw,283500.0,625500.0
Eshmore,80500.0,528499.0
Castlecraig,39597.0,540549.0
East Midlands Airport,444390.0,325610.0
Kildrummy Windfarm,357655.0,815170.0
Airfield Farm (Podington),495095.0,260698.0
Dunmaglass Wind Farm,264000.0,820120.0
Harestanes,300000.0,595000.0
Corriemoillie,234700.0,867700.0
Hill of Stroupster Windfarm,334250.0,966250.0
Burn of Whilk,329650.0,941550.0
Lochluichart,232030.0,866235.0
